Year,Keyword,Score
2003,84.37.+q,0.017064846416382246
2003,82.20.pm,0.017064846416382246
2003,paper presents,0.017064846416382243
2003,automatic page adaptation,0.017064846416382243
2003,web applications,0.017064846416382243
2003,existing techniques,0.017064846416382243
2003,formal specification,0.017064846416382243
2003,consistent modularized,0.017064846416382243
2003,visual representation,0.017064846416382243
2003,tree independent approach,0.017064846416382243
2003,visual perception,0.017064846416382243
2003,progress report,0.017064846416382243
2003,ontowordnet project,0.017064846416382243
2003,research program aiming,0.017064846416382243
2003,preliminary results provide,0.017064846416382243
2003,dolce foundational ontology,0.017064846416382243
2003,research program aimed,0.017064846416382243
2003,lyapunov functional,0.014837709899693772
2003,recurrent neural networks,0.012898384284561113
2003,pattern recognition,0.012522786706687238
2003,scalability,0.012522786706687238
2003,young inequality,0.008146710338410058
2003,global asymptotic stability,0.008041541124596811
2003,random number generation,0.007710057804034688
2003,singular value decomposition,0.006469470975529207
2003,dimensionality reduction,0.006469470975529207
2003,periodic solution,0.004643362388477699
2003,neural networks,0.004643362388477699
2003,sufficient conditions,0.004643362388477699
2003,deconvolution,0.002559726962457338
2003,bayesian methods,0.002559726962457338
2003,signal processing,0.002559726962457338
2003,robustness,0.002559726962457338
2004,subgroup a nepoviruses,0.030196296728873202
2004,rule guideline,0.030196296728873202
2004,algorithm,0.029131661227215885
2004,mathematical optimization,0.021467319792763263
2004,real life,0.018766380119491395
2004,web page,0.017101294775691427
2004,experiment,0.013944158514056658
2004,linear discriminant analysis,0.013944158514056657
2004,previous work shows,0.013656476239955211
2004,user study,0.013656476239955211
2004,differentiating noisy,0.013656476239955211
2004,multiple segments,0.013656476239955211
2004,consistent view,0.013656476239955211
2004,uniform approach,0.013656476239955211
2004,knowledge engineers,0.012903225806451618
2004,paper provides,0.012903225806451618
2004,domain specialists,0.012903225806451618
2004,critical task,0.012903225806451618
2004,ontology learning algorithms,0.012903225806451618
2004,proposed evaluation strategy,0.012903225806451618
2004,conceptualisation effort produced,0.012903225806451618
2004,different learning circumstances,0.012903225806451618
2004,detailed quantitative analysis,0.012903225806451616
2004,ontolearn ontology learning,0.012903225806451616
2004,ontology evaluation,0.012903225806451616
2004,parallel computing,0.012903225806451616
2004,computation,0.012903225806451616
2004,pseudorandom number generator,0.012903225806451616
2004,linear congruential generator,0.012903225806451616
2004,random number generation,0.012903225806451616
2004,monte carlo method,0.012903225806451616
2004,interpolation,0.012903225806451616
2004,autostereogram,0.012903225806451616
2004,view synthesis,0.012903225806451616
2004,shading,0.012903225806451616
2004,photometric stereo,0.012903225806451616
2004,map,0.012903225806451616
2004,link information,0.012903225806451615
2004,block containing,0.012903225806451615
2004,accurately extracted,0.012903225806451615
2004,facial recognition system,0.012903225806451615
2004,database,0.012903225806451615
2004,bidirectional associative memory bam,0.012903225806451615
2004,lyapunov functional,0.012903225806451615
2004,test set,0.012903225806451615
2004,overfitting,0.012903225806451615
2004,efficient method,0.01290322580645161
2004,increasing demand,0.01290322580645161
2004,images available,0.01290322580645161
2004,certain applications,0.01290322580645161
2004,recent advances,0.01290322580645161
2004,complex information systems,0.01290322580645161
2004,interoperability suffers,0.01290322580645161
2004,fundamental ions,0.01290322580645161
2004,digital libraries,0.01290322580645161
2004,desktop workstation,0.01290322580645161
2004,real time,0.01290322580645161
2004,large number,0.01290322580645161
2004,time vision,0.01290322580645161
2004,implementing systems,0.01290322580645161
2004,digital images,0.01290322580645161
2004,rapid growth,0.01290322580645161
2004,reinforcement learning,0.01174680672391683
2004,roc curve,0.011204759956014155
2004,class,0.011182988851807053
2004,large,0.011182988851807053
2004,apriori algorithm,0.00891437982802193
2004,consortium,0.00891437982802193
2004,particle swarm optimization,0.008725355258863407
2004,heuristic,0.008014475402709088
2004,benchmark computing,0.0064351369525180845
2004,link analysis,0.004185654236190299
2004,apache ant another neat tool,0.004178590853762595
2004,ant colony optimization algorithms,0.004178590853762595
2004,biasing,0.0033371014213890403
2004,stochastic process,0.002402689721108175
2004,document summary,0.0019354838709677422
2004,reference resolution,0.0019354838709677422
2004,semantic graph,0.0019354838709677422
2004,semantic normalization,0.0019354838709677422
2004,extract sentences,0.0019354838709677422
2004,deep syntactic analysis,0.0019354838709677422
2004,original document,0.0019354838709677422
2004,apply cross,0.0019354838709677422
2004,sentence pronoun resolution,0.0019354838709677422
2004,summarizing document,0.0019354838709677422
2005,global exponential stability,0.029799899760883593
2005,visual quality,0.02730753831781458
2005,monte carlo methods,0.024342721596861353
2005,sliding mode control,0.024342721596861353
2005,lyapunov fractal,0.02401645836219793
2005,artificial neural network,0.02401645836219793
2005,linear matrix inequality,0.022487817695780003
2005,bayesian methods,0.019520786013163954
2005,neural networks,0.01827806647570125
2005,similar way,0.017047768282253805
2005,adaptive enhancement,0.017047768282253805
2005,tone frequency components,0.017047768282253805
2005,human eyes sensing,0.017047768282253805
2005,mathematical optimization,0.016918298502550597
2005,benchmark computing,0.016918298502550597
2005,scalability,0.015408320493066254
2005,problem domain,0.015408320493066254
2005,face images,0.015408320493066254
2005,face recognition,0.015408320493066254
2005,radio resources,0.015408320493066254
2005,coordinated management,0.015408320493066254
2005,volume brings,0.015408320493066254
2005,related topics,0.015408320493066254
2005,state estimation,0.015408320493066254
2005,probability distribution,0.015408320493066254
2005,bam neural networks,0.015408320493066254
2005,exponential stability,0.015408320493066254
2005,mathematics,0.015408320493066254
2005,mimo,0.01540832049306625
2005,gaussian approximation,0.01540832049306625
2005,transmitting antennas,0.01540832049306625
2005,receiving antennas,0.01540832049306625
2005,semantic web,0.015408320493066245
2005,usable methodologies,0.015408320493066245
2005,world wide web,0.015408320493066245
2005,aware version,0.015408320493066245
2005,making available large,0.015408320493066245
2005,widely used standards,0.015408320493066245
2005,methods proposed,0.015408320493066245
2005,knowledge representation,0.015408320493066245
2005,ontology building,0.015408320493066245
2005,algorithm finds,0.015408320493066245
2005,synthetic mri,0.015408320493066245
2005,satellite images,0.015408320493066245
2005,wide applicability,0.015408320493066245
2005,cluster groups,0.015408320493066245
2005,user specified number,0.015408320493066245
2005,experimental results,0.015408320493066245
2005,periodic solutions,0.015053504655351161
2005,swarm robotics,0.013898342483581908
2005,particle swarm optimization,0.013898342483581908
2005,recurrent neural network,0.013719337135396562
2005,social inequality,0.013719337135396562
2005,equilibrium point,0.011868571891709383
2005,global asymptotic stability,0.011868571891709383
2005,inference algorithms,0.009145076338766888
2005,statistics,0.009145076338766888
2005,discretetime,0.008784448522018541
2005,neural network simulation,0.008489165981604273
2005,activation function,0.008489165981604273
2005,digital images captured,0.006179816002317004
2005,nonuniform lighting conditions,0.006179816002317004
2005,random variables,0.005953541073977115
2005,cellular neural networks,0.005125683051376723
2005,simulation,0.0023112480739599386
2005,algorithm,0.0023112480739599386
2005,convex optimization,0.0023112480739599386
2005,lyapunov method,0.0023112480739599386
2005,evolutionary computation,0.0023112480739599386
2005,genetic algorithm,0.0023112480739599386
2006,linear matrix inequality,0.05512575604341461
2006,algorithm,0.04776843206333382
2006,global asymptotic stability,0.04110225493286106
2006,global exponential stability,0.034106719677866215
2006,lyapunov–krasovskii functional,0.03328351536736641
2006,numerical analysis,0.031464104681587106
2006,stochastic systems,0.025043857422774023
2006,timevarying delays,0.022517436323529573
2006,artificial neural network,0.02155882721467601
2006,optimization problem,0.020131018707274805
2006,strongly challenging,0.01968503937007875
2006,paper refers,0.01968503937007875
2006,delicate anatomical structures,0.01968503937007875
2006,tiny space,0.01968503937007875
2006,biomedical application,0.01968503937007875
2006,arachnoid spinal space,0.01968503937007875
2006,paper presents,0.01968503937007874
2006,frw method,0.01968503937007874
2006,phy chip,0.01968503937007874
2006,cognitive radio,0.01968503937007874
2006,ontology libraries,0.01968503937007874
2006,search engines,0.01968503937007874
2006,compliant information systems,0.01968503937007874
2006,core ontology ,0.01968503937007874
2006,ontology learning ,0.01968503937007874
2006,information models,0.019685039370078736
2006,currently different standards,0.019685039370078736
2006,standard defines,0.019685039370078736
2006,uncertain systems,0.01923790285320417
2006,hopfield neural networks,0.019237902853204168
2006,distributed delays,0.018305804914880697
2006,hessian,0.017585015229428517
2006,computation,0.017585015229428517
2006,experiment,0.017585015229428517
2006,gradient,0.017585015229428517
2006,variational principle,0.017585015229428517
2006,discrete and distributed delays,0.016507060759309754
2006,periodic solution,0.015167680637237241
2006,machine learning,0.012322717433746171
2006,linear discriminant analysis,0.010761057179040443
2006,neural networks,0.01030191927766139
2006,computationally efficient,0.009893782237402428
2006,sufficient conditions,0.009893782237402428
2006,discrete delays,0.009833585432672012
2006,time delays,0.009647932977032845
2006,particle swarm optimization,0.007851158594294467
2006,quantum,0.007851158594294467
2006,cohen–grossberg neural network,0.007737711104881774
2006,lyapunov fractal,0.005658064804350389
2006,globally asymptotic stability,0.002952755905511812
2006,lower average,0.002952755905511812
2006,upper average,0.002952755905511812
2006,feedback control,0.002952755905511812
2006,permanence,0.002952755905511812
2006,finitestate machine,0.002952755905511812
2006,feature vector,0.002952755905511812
2006,34d40,0.002952755905511812
2006,primary 34c05,0.002952755905511812
2006,mathematical induction,0.002952755905511812
2006,lyapunov function,0.002952755905511812
2006,34c25,0.002952755905511812
2007,neural network simulation,0.06644459811088728
2007,artificial neural network,0.053858088411431845
2007,lyapunov functional,0.04039498649365543
2007,linear matrix inequality,0.03513224297151135
2007,mathematical optimization,0.03169998661078843
2007,social inequality,0.0304519554665562
2007,chaos,0.02752744775198363
2007,velocity software development,0.025834780784790606
2007,evolutionary algorithm,0.025834780784790606
2007,particle swarm optimization,0.025834780784790606
2007,entry points,0.023310023310023305
2007,web forms,0.023310023310023305
2007,human colon,0.023310023310023305
2007,endoscopic technique,0.023310023310023305
2007,experimental results,0.023310023310023305
2007,information retrieval,0.023310023310023305
2007,estimating integrals,0.023310023310023305
2007,widely used,0.023310023310023305
2007,multidimensional domains,0.023310023310023305
2007,scientific computation especially,0.023310023310023305
2007,monte carlo,0.023310023310023305
2007,genetic algorithm,0.023310023310023305
2007,fuzzy rule,0.023310023310023305
2007,lasalle invariance principle,0.023310023310023305
2007,mean square asymptotic stability,0.023310023310023305
2007,illegal trade,0.023310023310023305
2007,substantially contribute,0.023310023310023305
2007,varying delays,0.023310023310023305
2007,e systems,0.023310023310023305
2007,varying delay,0.023310023310023305
2007,synchronization,0.019627560950193818
2007,bidirectional associative memory,0.01650455557376205
2007,contentaddressable memory,0.01650455557376205
2007,timevarying delays,0.016272902089666478
2007,bidirectional associative memory neural networks,0.015356888055210578
2007,distributed delays,0.015356888055210578
2007,cohen–grossberg neural networks,0.011828264869493798
2007,lag synchronization,0.009633770651214454
2007,lyapunov fractal,0.007758987113068328
2007,rate of convergence,0.007758987113068328
2007,numerical analysis,0.007345787584956378
2007,lyapunov–krasovskii functional,0.0058577170197202325
2007,multiplierless architecture,0.003496503496503497
2007,logarithmic domain computation,0.003496503496503497
2007,fuzzy multi,0.003496503496503497
2007,mobility management,0.003496503496503497
2007,paper focuses,0.003496503496503497
2007,fuzzy logic control,0.003496503496503497
2008,linear matrix inequality,0.03571823280016188
2008,cognitive radio,0.023118210189037806
2008,interference communication,0.022548339885765406
2008,social inequality,0.02168367253466731
2008,algorithm,0.02109932421345573
2008,artificial neural network,0.020911628443870827
2008,mathematical optimization,0.019700054096528762
2008,lyapunov fractal,0.019470543661522816
2008,numerical analysis,0.014288980795428667
2008,lyapunov method,0.014288980795428667
2008,adaptive technique,0.013386880856760385
2008,image enhancement based,0.013386880856760385
2008,color restoration,0.013386880856760385
2008,enhancement technique constitutes,0.013386880856760385
2008,89.75.kd,0.013386880856760378
2008,multistability,0.013386880856760378
2008,face database,0.013386880856760378
2008,eigen faces,0.013386880856760378
2008,popular method,0.013386880856760378
2008,face recognition,0.013386880856760378
2008,approximation coefficients,0.013386880856760378
2008,new wavelet,0.013386880856760378
2008,dimension reduction,0.013386880856760378
2008,dynamic range compression,0.013386880856760378
2008,wavelet transform,0.013386880856760378
2008,07.05.mh,0.013386880856760378
2008,krasovskii functional,0.013386880856760378
2008,matlab lmi toolbox,0.013386880856760378
2008,distributed time,0.013386880856760378
2008,pixel,0.013386880856760378
2008,optical flow,0.013386880856760378
2008,sparse matrix,0.013386880856760378
2008,using eigen faces,0.013386880856760378
2008,access network selection,0.013386880856760376
2008,promising access network,0.013386880856760376
2008,water distribution,0.013386880856760376
2008,injected contaminant,0.013386880856760376
2008,stochastic neural networks,0.013386880856760376
2008,timevarying delays,0.013386880856760376
2008,heterogeneous networks,0.013386880856760376
2008,femto cell,0.013386880856760376
2008,markov chain,0.013386880856760376
2008,markov decision process,0.013386880856760376
2008,chaos theory,0.013386880856760376
2008,continuous optimization,0.013386880856760376
2008,advanced cross,0.013386880856760375
2008,task cluster,0.013386880856760375
2008,lingual information access,0.013386880856760375
2008,paper presents,0.013386880856760375
2008,image scaling,0.013386880856760375
2008,selection algorithm,0.013386880856760375
2008,instance selection,0.013386880856760375
2008,subgroup discovery,0.013386880856760375
2008,lyapunov–krasovskii functional,0.013130250311419385
2008,computation,0.01258474454959464
2008,unbounded distributed delays,0.011523306998440844
2008,global asymptotic stability,0.011523306998440844
2008,throughput,0.010234581098792647
2008,multiuser,0.010234581098792647
2008,relay,0.010234581098792647
2008,signaltointerferenceplusnoise ratio,0.010234581098792647
2008,ici programming language,0.010234581098792647
2008,systems architecture,0.010234581098792647
2008,user interface,0.010234581098792647
2008,simulation,0.009649883751722339
2008,neural networks,0.008939250211661906
2008,rate of convergence,0.008698057660017994
2008,biological neural networks,0.007766093200043152
2008,exponential,0.006760457718760206
2008,varying delays,0.004686899588521089
2008,exponential stability,0.004686899588521089
2008,global optimization,0.0038003591614909835
2008,search engine,0.0020080321285140565
2008,assists users,0.0020080321285140565
2008,web pages located,0.0020080321285140565
2008,locating web pages,0.0020080321285140565
2008,specified products,0.0020080321285140565
2008,scored based,0.0020080321285140565
2008,locate pages,0.0020080321285140565
2008,product offering,0.0020080321285140565
2008,s search query,0.0020080321285140565
2008,query server accesses,0.0020080321285140565
2008,responsive web pages,0.0020080321285140565
2008,crawler program,0.0020080321285140565
2008,criteria according,0.0020080321285140565
2008,scored web pages,0.0020080321285140565
2008,description logic ,0.0020080321285140565
2008,formal context ,0.0020080321285140565
2008,domain ontology ,0.0020080321285140565
2008,concept lattice ,0.0020080321285140565
2009,mathematical optimization,0.03512298051187626
2009,cognitive radio,0.022449464937367776
2009,evolutionary algorithm,0.021435202872708073
2009,particle swarm optimization,0.018204294507061927
2009,recursion,0.017791857481113945
2009,machine learning,0.017791857481113945
2009,adaptive neuro fuzzy inference system,0.017791857481113945
2009,stability analysis,0.017791857481113945
2009,lyapunov fractal,0.017791857481113945
2009,simulation,0.017791857481113945
2009,hybrid learning algorithm,0.017791857481113945
2009,identification,0.017791857481113945
2009,system identifier,0.017791857481113945
2009,recursive least squares filter,0.017791857481113945
2009,gradient descent,0.017791857481113945
2009,anfis,0.017791857481113945
2009,linear matrix inequality,0.015615364967940033
2009,social inequality,0.015615364967940033
2009,05.45.vx,0.014695077149155036
2009,05.45.gg,0.014695077149155036
2009,05.45.xt,0.014695077149155036
2009,new approach,0.014695077149155035
2009,web crawlers,0.014695077149155035
2009,significant information resource,0.014695077149155035
2009,kosmix approach,0.014695077149155035
2009,inhospitable region,0.014695077149155035
2009,information discovery,0.014695077149155035
2009,deep web,0.014695077149155035
2009,semantic attributes allows,0.014695077149155035
2009,semantic information,0.014695077149155035
2009,automatically generated,0.014695077149155035
2009,attribute information,0.014695077149155035
2009,improved organization,0.014695077149155035
2009,manual entry,0.014695077149155035
2009,semantic filexa0…,0.014695077149155035
2009,conventional web search,0.014695077149155035
2009,semantic attributes,0.014695077149155035
2009,dual sparsity,0.014695077149155033
2009,margin markov network,0.014695077149155033
2009,style algorithm,0.014695077149155033
2009,desirable property,0.014695077149155033
2009,real data sets,0.014695077149155033
2009,web applications,0.014695077149155033
2009,web forums,0.014695077149155033
2009,paper presents,0.014695077149155033
2009,cognitive radios,0.014695077149155033
2009,artificial neural network,0.014695077149155033
2009,biological neural networks,0.014695077149155033
2009,visual quality,0.014695077149155033
2009,digital images captured,0.014695077149155033
2009,34k14,0.014695077149155033
2009,92b20,0.014695077149155033
2009,distributed delay,0.014695077149155033
2009,lyapunov functional,0.014695077149155033
2009,differential evolution,0.014489558733255196
2009,neural networks,0.012854501511585051
2009,frequency allocation,0.012512957134857772
2009,frequency band,0.012512957134857772
2009,interference communication,0.01130492938953681
2009,global optimization,0.0107497656062993
2009,rate of convergence,0.0107497656062993
2009,test suite,0.005471965497683059
2009,optimization problem,0.005471965497683059
2009,data mining ,0.005092145624513266
2009,fuzzy rule,0.004514568814085264
2009,algorithm,0.004202891445062598
2009,disjunctive normal form,0.003674457089826352
2009,blog network,0.0022042615723732555
2009,information diffusion,0.0022042615723732555
2009,complex networks,0.0022042615723732555
2009,aliasing,0.0022042615723732555
2009,3d modeling,0.0022042615723732555
2009,reinforcement learning,0.0022042615723732555
2009,lyapunov method,0.0022042615723732555
2010,linear matrix inequality,0.053483307363646565
2010,reinforcement learning,0.03298088777569168
2010,interference communication,0.02942675898560567
2010,multiagent system,0.028317505061753453
2010,algorithm,0.02671675529069913
2010,cognitive radio,0.025625743257256237
2010,qlearning,0.023135431701257984
2010,programming paradigm,0.02158516922091232
2010,whole earth 'lectronic link,0.020136001303981712
2010,artificial neural network,0.018527735139443318
2010,genetic regulatory networks,0.013930037575110393
2010,multistability,0.013930037575110391
2010,rate of convergence,0.01317014322755422
2010,lyapunov functional,0.012445413090109603
2010,simulation,0.01185406334727767
2010,coexist image,0.011336673833336424
2010,new techniques,0.011074197120708755
2010,early termination techniques,0.011074197120708755
2010,semantic approach,0.011074197120708755
2010,ontological framework,0.011074197120708755
2010,existing approaches,0.011074197120708753
2010,inverted lists,0.011074197120708753
2010,detailed experimental evaluation,0.011074197120708753
2010,resulting indexes,0.011074197120708753
2010,query processing,0.011074197120708753
2010,underlying application logic,0.011074197120708753
2010,synergic use,0.011074197120708753
2010,make inferences,0.011074197120708753
2010,based formalism,0.011074197120708753
2010,business scenario,0.011074197120708753
2010,social media,0.011074197120708748
2010,important tool,0.011074197120708748
2010,speaker recognition,0.011074197120708748
2010,evolutionary algorithm,0.011074197120708748
2010,web search,0.011074197120708748
2010,context information,0.011074197120708748
2010,continuous optimization ,0.011074197120708748
2010,differential evolution ,0.011074197120708748
2010,input multiple,0.011074197120708748
2010,output communication,0.011074197120708748
2010,semantic representation,0.011074197120708746
2010,semantic parsing,0.011074197120708746
2010,implemented parser,0.011074197120708746
2010,english sentence,0.011074197120708746
2010,structure prediction problem,0.011074197120708746
2010,gsm bands,0.011074197120708746
2010,overlay cognitive ad,0.011074197120708746
2010,exploiting underutilized channels,0.011074197120708746
2010,opportunistically transmits,0.011074197120708746
2010,hoc network,0.011074197120708746
2010,efficiently share,0.011074197120708746
2010,diversity techniques,0.011074197120708746
2010,cognitive radio networks,0.011074197120708746
2010,spectral resources,0.011074197120708746
2010,secondary terminals,0.011074197120708746
2010,interaction,0.009819120165764346
2010,selforganization,0.009529840788226858
2010,overhead computing,0.009477957478791231
2010,realtime clock,0.008388313634215902
2010,action selection,0.008388313634215902
2010,realtime transcription,0.00784786939641558
2010,centralized computing,0.007804982600307015
2010,social inequality,0.007622875704727542
2010,systems biology,0.007496054020875898
2010,lyapunov fractal,0.007496054020875897
2010,gene regulatory network,0.007496054020875897
2010,time complexity,0.007475988590732155
2010,machine learning,0.00738491000057427
2010,stationary process,0.00688150854306387
2010,mathematical optimization,0.006675728295220277
2010,cognition,0.0061411235071405345
2010,complex network,0.005175556436385028
2010,neutral type,0.005175556436385028
2010,game theory,0.005087932911009143
2010,data mining,0.004891131513435532
2010,scheduling computing,0.0048686023836333235
2010,operating environment,0.004868602383633323
2010,network congestion,0.004868602383633323
2010,context awareness,0.004868602383633323
2010,numerical analysis,0.004615828491277155
2010,numerous,0.004560436489274884
2010,lyapunov–krasovskii functional,0.004495344784460116
2010,neural networks,0.004424649937212331
2010,global asymptotic stability,0.004083987494200414
2010,global exponential stability,0.003928501741189356
2010,iterative method,0.003917429827316183
2010,channel capacity,0.003193015201623002
2010,particle swarm optimization,0.003079007543547685
2010,height above ground level,0.0030764533317634776
2010,spectrum analyzer,0.0030764533317634776
2010,decision tree,0.0016611295681063123
2010,analysis technique,0.0016611295681063123
2011,artificial neural network,0.028733896724478836
2011,lyapunov fractal,0.02589678035084407
2011,interference communication,0.024711351535874723
2011,particle swarm optimization,0.0204487427051857
2011,linear matrix inequality,0.018636184800299965
2011,mathematical optimization,0.01676322187577333
2011,cognitive radio,0.015484038922555728
2011,quality of service,0.012865491025888902
2011,plasmon,0.011919466751834615
2011,tree rearrangement,0.011919466751834615
2011,resonance,0.011919466751834615
2011,differential evolution,0.011426453053543378
2011,centralized computing,0.011382386024876456
2011,algorithm,0.011107539391336371
2011,neural network simulation,0.0110418193994015
2011,simulation,0.010842026349159171
2011,numerical analysis,0.010357178590559206
2011,parallel applications,0.009242144177449174
2011,hard problem,0.009242144177449174
2011,important factor,0.009242144177449172
2011,achieve high performance,0.009242144177449172
2011,mapreduce rounds,0.009242144177449167
2011,constant number,0.009242144177449167
2011,leakage delay ,0.009242144177449167
2011,linear matrix inequality ,0.009242144177449167
2011,knowledge base,0.009242144177449167
2011,entity linking,0.009242144177449167
2011,experimental results,0.009242144177449167
2011,variational principle,0.009242144177449167
2011,inpainting,0.009242144177449167
2011,support vector machine,0.009242144177449167
2011,model selection,0.009242144177449167
2011,selforganization ,0.009242144177449167
2011,swarm intelligence ,0.009242144177449167
2011,swarm robotics ,0.009242144177449167
2011,question search,0.009242144177449167
2011,queried question based,0.009242144177449167
2011,expected spread,0.009242144177449167
2011,influence maximization,0.009242144177449167
2011,genetic regulatory networks,0.009242144177449167
2011,gene regulatory network,0.009242144177449167
2011,key idea,0.009242144177449167
2011,pus negotiate,0.009242144177449167
2011,proposed algorithm,0.009242144177449167
2011,multiple primary users,0.009242144177449167
2011,multiple secondary users,0.009242144177449167
2011,discrepancy function,0.009242144177449167
2011,generalization error,0.009242144177449167
2011,maximal set,0.009242144177449167
2011,membership structure,0.009242144177449165
2011,increasingly inadequate,0.009242144177449165
2011,general framework,0.009242144177449164
2011,construct proposal kernels,0.009242144177449164
2011,topic navigation,0.009242144177449164
2011,search engine utility,0.009242144177449164
2011,common strategy,0.009242144177449164
2011,personalized presentation,0.009242144177449164
2011,unprecedented scale,0.009242144177449164
2011,clustering divides,0.009242144177449164
2011,search results,0.009242144177449164
2011,introduce clusteringwiki,0.009242144177449164
2011,wiki interface,0.009242144177449164
2011,automatic clustering procedure,0.009242144177449164
2011,search engines,0.009242144177449164
2011,mixture hmms,0.009242144177449164
2011,discriminatively trained gaussian,0.009242144177449164
2011,promising alternative,0.009242144177449164
2011,recently andrieu doucet,0.009242144177449162
2011,using particle filters,0.009242144177449162
2011,disparate search results,0.009242144177449162
2011,long list,0.009242144177449162
2011,clustering algorithms,0.009242144177449162
2011,personalized clustering,0.009242144177449162
2011,ranked lists,0.009242144177449162
2011,clustering results,0.009242144177449162
2011,dependent deep,0.009242144177449162
2011,network hmms,0.009242144177449162
2011,coherent clusters allowing,0.009242144177449162
2011,critical role,0.009242144177449162
2011,social inequality,0.008701907490401147
2011,experiment,0.008616981668931857
2011,telecommunications link,0.008006212930504776
2011,stochastic neural network,0.007631955870120086
2011,fairness measure,0.007606942536169116
2011,nonlinear system,0.007232548114570485
2011,approximation algorithm,0.007232548114570485
2011,convex function,0.007232548114570485
2011,ising model,0.007232548114570485
2011,reinforcement learning,0.005771658908779394
2011,autonomous robot,0.005396503286498416
2011,time complexity,0.0052012826698267685
2011,lowpower broadcasting,0.0051352077335740055
2011,signaltointerferenceplusnoise ratio,0.0051352077335740055
2011,channel capacity,0.004951346888655932
2011,s ability,0.004855952378105219
2011,population diversity,0.004855952378105219
2011,multitier architecture,0.004747652656089143
2011,software deployment,0.004747652656089143
2011,machine learning,0.004431937309317655
2011,exponential,0.004289315107104345
2011,evolutionary algorithm,0.0035863637797147047
2011,interaction,0.0033256486298575113
2011,parameter adaptation,0.0032832913341917574
2011,spectral leakage,0.002983736905907702
2011,broadcast delay,0.002983736905907702
2011,checking action,0.00278930101467971
2011,hopfield network,0.002475035749544117
